action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,215,20100525,33.9243,-117,120,-118.3868,2,2,0,Feb-01,54,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2203
Reverse Layup Shot,Layup,221,20100525,34.0443,0,0,-118.2698,1,2,0,Feb-01,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2204
Jump Shot,Jump Shot,244,20100525,33.8813,191,163,-118.0788,0,2,0,Feb-01,12,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2205
Jump Shot,Jump Shot,256,20100525,34.0273,-153,17,-118.4228,11,3,0,Feb-01,19,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2206
Driving Dunk Shot,Dunk,274,20100525,34.0443,0,0,-118.2698,9,3,0,Feb-01,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2207
Turnaround Jump Shot,Jump Shot,284,20100525,34.0273,64,17,-118.2058,7,3,0,Feb-01,58,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2208
Driving Layup Shot,Layup,293,20100525,34.0163,16,28,-118.2538,6,3,0,Feb-01,52,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2209
Jump Shot,Jump Shot,301,20100525,33.8713,-195,173,-118.4648,5,3,0,Feb-01,56,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2210
Jump Shot,Jump Shot,319,20100525,33.9683,-63,76,-118.3328,4,3,0,Feb-01,11,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2211
Driving Dunk Shot,Dunk,334,20100525,34.0443,0,0,-118.2698,2,3,0,Feb-01,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2212
Jump Shot,Jump Shot,337,20100525,33.8253,169,219,-118.1008,1,3,0,Feb-01,44,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2213
Jump Shot,Jump Shot,344,20100525,33.7663,22,278,-118.2478,1,3,0,Feb-01,17,27,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2214
Running Jump Shot,Jump Shot,349,20100525,33.9813,-33,63,-118.3028,0,3,0,Feb-01,53,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2215
Jump Shot,Jump Shot,356,20100525,33.9283,64,116,-118.2058,0,3,0,Feb-01,21,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2216
Jump Shot,Jump Shot,359,20100525,33.8143,-138,230,-118.4078,0,3,0,Feb-01,2,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2217
Turnaround Jump Shot,Jump Shot,16,20100542,33.9933,-124,51,-118.3938,9,1,0,Feb-01,15,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2218
Layup Shot,Layup,18,20100542,34.0443,0,0,-118.2698,8,1,0,Feb-01,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2219
Jump Shot,Jump Shot,42,20100542,33.8943,-111,150,-118.3808,6,1,0,Feb-01,2,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2220
Jump Shot,Jump Shot,55,20100542,33.9283,-176,116,-118.4458,4,1,0,Feb-01,24,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2221
Jump Shot,Jump Shot,59,20100542,33.8753,-124,169,-118.3938,3,1,0,Feb-01,56,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2222
Jump Shot,Jump Shot,67,20100542,34.0103,-147,34,-118.4168,2,1,0,Feb-01,44,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2223
Jump Shot,Jump Shot,100,20100542,33.9683,-138,76,-118.4078,0,1,0,Feb-01,31,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2224
Jump Shot,Jump Shot,105,20100542,34.0443,220,0,-118.0498,0,1,0,Feb-01,0,22,0,2PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2225
Jump Shot,Jump Shot,163,20100542,34.0233,-176,21,-118.4458,6,2,0,Feb-01,25,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2226
Slam Dunk Shot,Dunk,211,20100542,34.0443,0,0,-118.2698,2,2,0,Feb-01,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2227
Jump Shot,Jump Shot,224,20100542,33.8413,142,203,-118.1278,0,2,0,Feb-01,35,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2228
Driving Layup Shot,Layup,232,20100542,34.0443,0,0,-118.2698,11,3,0,Feb-01,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2229
Alley Oop Layup shot,Layup,241,20100542,34.0443,0,0,-118.2698,11,3,0,Feb-01,4,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2230
Layup Shot,Layup,246,20100542,34.0443,0,0,-118.2698,10,3,0,Feb-01,40,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2231
Tip Shot,Tip Shot,247,20100542,34.0443,0,0,-118.2698,10,3,0,Feb-01,38,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2232
Tip Shot,Tip Shot,249,20100542,34.0443,0,0,-118.2698,10,3,0,Feb-01,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2233
Jump Shot,Jump Shot,270,20100542,33.9973,64,47,-118.2058,8,3,0,Feb-01,23,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2234
Driving Layup Shot,Layup,290,20100542,34.0443,0,0,-118.2698,5,3,0,Feb-01,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2235
Jump Shot,Jump Shot,300,20100542,33.9743,-162,70,-118.4318,4,3,0,Feb-01,53,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2236
Driving Layup Shot,Layup,305,20100542,34.0443,0,0,-118.2698,4,3,0,Feb-01,18,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2237
Driving Layup Shot,Layup,342,20100542,34.0443,0,0,-118.2698,0,3,0,Feb-01,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2238
Hook Shot,Hook Shot,387,20100542,34.0443,85,0,-118.1848,7,4,0,Feb-01,11,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2239
Tip Shot,Tip Shot,394,20100542,34.0443,0,0,-118.2698,6,4,0,Feb-01,31,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2240
Running Jump Shot,Jump Shot,401,20100542,33.9813,70,63,-118.1998,5,4,0,Feb-01,51,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2241
Jump Shot,Jump Shot,410,20100542,33.8943,91,150,-118.1788,4,4,0,Feb-01,34,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2242
Dunk Shot,Dunk,419,20100542,34.0443,0,0,-118.2698,3,4,0,Feb-01,47,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2243
Layup Shot,Layup,430,20100542,34.0443,0,0,-118.2698,2,4,0,Feb-01,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2244
Jump Shot,Jump Shot,439,20100542,33.9003,85,144,-118.1848,1,4,0,Feb-01,23,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2245
Jump Shot,Jump Shot,449,20100542,33.7853,-54,259,-118.3238,0,4,0,Feb-01,28,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2246
Jump Shot,Jump Shot,458,20100542,33.9173,214,127,-118.0558,0,4,0,Feb-01,14,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-16,LAL vs. MIA,MIA,2247
Jump Shot,Jump Shot,4,20100558,34.0613,-162,-17,-118.4318,11,1,0,Feb-01,17,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2248
Jump Shot,Jump Shot,18,20100558,34.0443,-109,0,-118.3788,9,1,0,Feb-01,52,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2249
Jump Shot,Jump Shot,20,20100558,33.9813,-1,63,-118.2708,9,1,0,Feb-01,28,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2250
Dunk Shot,Dunk,34,20100558,34.0403,3,4,-118.2668,7,1,0,Feb-01,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2251
Jump Shot,Jump Shot,46,20100558,34.0083,-46,36,-118.3158,6,1,0,Feb-01,8,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2252
Jump Shot,Jump Shot,107,20100558,34.0023,3,42,-118.2668,0,1,0,Feb-01,21,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2253
Jump Shot,Jump Shot,134,20100558,33.8753,106,169,-118.1638,9,2,0,Feb-01,22,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2254
Turnaround Jump Shot,Jump Shot,212,20100558,33.9433,-46,101,-118.3158,1,2,0,Feb-01,54,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2255
Jump Shot,Jump Shot,215,20100558,33.8443,32,200,-118.2378,1,2,0,Feb-01,32,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2256
Alley Oop Dunk Shot,Dunk,220,20100558,34.0573,3,-13,-118.2668,0,2,0,Feb-01,48,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2257
Jump Shot,Jump Shot,243,20100558,33.8753,127,169,-118.1428,11,3,0,Feb-01,2,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2258
Turnaround Jump Shot,Jump Shot,247,20100558,34.0293,-132,15,-118.4018,10,3,0,Feb-01,20,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2259
Jump Shot,Jump Shot,256,20100558,33.9643,39,80,-118.2308,9,3,0,Feb-01,26,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2260
Jump Shot,Jump Shot,267,20100558,33.9973,-162,47,-118.4318,8,3,0,Feb-01,35,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2261
Jump Shot,Jump Shot,270,20100558,33.9153,91,129,-118.1788,7,3,0,Feb-01,53,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2262
Jump Shot,Jump Shot,292,20100558,33.8543,3,190,-118.2668,4,3,0,Feb-01,12,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2263
Jump Shot,Jump Shot,301,20100558,33.8753,18,169,-118.2518,3,3,0,Feb-01,11,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2264
Jump Shot,Jump Shot,303,20100558,33.8713,106,173,-118.1638,2,3,0,Feb-01,41,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2265
Jump Shot,Jump Shot,317,20100558,33.8443,148,200,-118.1218,0,3,0,Feb-01,59,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2266
Jump Shot,Jump Shot,380,20100558,33.8373,-138,207,-118.4078,5,4,0,Feb-01,23,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2267
Jump Shot,Jump Shot,383,20100558,33.9813,39,63,-118.2308,4,4,0,Feb-01,57,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2268
Jump Shot,Jump Shot,384,20100558,33.9913,3,53,-118.2668,4,4,0,Feb-01,54,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2269
Layup Shot,Layup,395,20100558,34.0443,-1,0,-118.2708,3,4,0,Feb-01,26,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2270
Jump Shot,Jump Shot,401,20100558,33.9743,157,70,-118.1128,2,4,0,Feb-01,37,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2271
Turnaround Jump Shot,Jump Shot,419,20100558,34.0183,142,26,-118.1278,0,4,0,Feb-01,27,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-19,LAL @ SAS,SAS,2272
Jump Shot,Jump Shot,42,20100588,33.8183,-69,226,-118.3388,6,1,0,Feb-01,46,23,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2273
Jump Shot,Jump Shot,59,20100588,34.0553,100,-11,-118.1698,4,1,0,Feb-01,12,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2274
Jump Shot,Jump Shot,115,20100588,33.8183,150,226,-118.1198,0,1,0,Feb-01,24,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2275
Driving Layup Shot,Layup,249,20100588,34.0443,0,0,-118.2698,10,3,0,Feb-01,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2276
Jump Shot,Jump Shot,258,20100588,34.0233,178,21,-118.0918,9,3,0,Feb-01,2,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2277
Turnaround Jump Shot,Jump Shot,262,20100588,33.9243,100,120,-118.1698,8,3,0,Feb-01,20,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2278
Jump Shot,Jump Shot,291,20100588,33.8083,-111,236,-118.3808,5,3,0,Feb-01,22,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2279
Running Jump Shot,Jump Shot,330,20100588,33.9933,-42,51,-118.3118,0,3,0,Feb-01,46,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2280
Driving Layup Shot,Layup,333,20100588,34.0443,0,0,-118.2698,0,3,0,Feb-01,18,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2281
Turnaround Jump Shot,Jump Shot,340,20100588,33.9173,129,127,-118.1408,11,4,0,Feb-01,45,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2282
Jump Shot,Jump Shot,350,20100588,33.8813,-48,163,-118.3178,10,4,0,Feb-01,19,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2283
Reverse Layup Shot,Layup,355,20100588,34.0443,0,0,-118.2698,9,4,0,Feb-01,34,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2284
Jump Shot,Jump Shot,360,20100588,33.9473,-153,97,-118.4228,9,4,0,Feb-01,7,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2285
Jump Shot,Jump Shot,371,20100588,34.0233,77,21,-118.1928,8,4,0,Feb-01,22,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-22,LAL vs. DEN,DEN,2286
Driving Layup Shot,Layup,14,20100595,34.0443,0,0,-118.2698,10,1,0,Feb-01,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2287
Slam Dunk Shot,Dunk,31,20100595,34.0443,0,0,-118.2698,7,1,0,Feb-01,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2288
Jump Shot,Jump Shot,35,20100595,34.0333,-115,11,-118.3848,7,1,0,Feb-01,0,11,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2289
Driving Dunk Shot,Dunk,45,20100595,34.0443,0,0,-118.2698,6,1,0,Feb-01,14,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2290
Jump Shot,Jump Shot,96,20100595,33.8963,-145,148,-118.4148,0,1,0,Feb-01,28,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2291
Jump Shot,Jump Shot,106,20100595,34.0333,-122,11,-118.3918,11,2,0,Feb-01,47,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2292
Jump Shot,Jump Shot,112,20100595,33.9243,-94,120,-118.3638,10,2,0,Feb-01,39,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2293
Jump Shot,Jump Shot,164,20100595,33.9493,155,95,-118.1148,4,2,0,Feb-01,17,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2294
Jump Shot,Jump Shot,167,20100595,33.9283,54,116,-118.2158,3,2,0,Feb-01,47,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2295
Jump Shot,Jump Shot,169,20100595,33.8673,117,177,-118.1528,3,2,0,Feb-01,41,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2296
Jump Shot,Jump Shot,185,20100595,33.9343,-115,110,-118.3848,2,2,0,Feb-01,9,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2297
Layup Shot,Layup,191,20100595,34.0443,0,0,-118.2698,1,2,0,Feb-01,49,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2298
Fadeaway Jump Shot,Jump Shot,196,20100595,33.8843,68,160,-118.2018,1,2,0,Feb-01,6,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2299
Jump Shot,Jump Shot,199,20100595,33.9953,167,49,-118.1028,0,2,0,Feb-01,32,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2300
Jump Shot,Jump Shot,202,20100595,33.9783,-10,66,-118.2798,0,2,0,Feb-01,7,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2301
Jump Shot,Jump Shot,212,20100595,33.9003,-122,144,-118.3918,11,3,0,Feb-01,47,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2302
Jump Shot,Jump Shot,216,20100595,33.9283,39,116,-118.2308,11,3,0,Feb-01,12,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2303
Jump Shot,Jump Shot,259,20100595,33.9073,146,137,-118.1238,7,3,0,Feb-01,5,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2304
Jump Shot,Jump Shot,289,20100595,34.0333,167,11,-118.1028,4,3,0,Feb-01,35,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2305
Jump Shot,Jump Shot,311,20100595,34.0273,182,17,-118.0878,3,3,0,Feb-01,13,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2306
Jump Shot,Jump Shot,313,20100595,33.8843,18,160,-118.2518,2,3,0,Feb-01,30,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2307
Running Jump Shot,Jump Shot,317,20100595,33.9683,5,76,-118.2648,2,3,0,Feb-01,22,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2308
Jump Shot,Jump Shot,330,20100595,33.7893,-58,255,-118.3278,0,3,0,Feb-01,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2309
Jump Shot,Jump Shot,388,20100595,34.0553,188,-11,-118.0818,6,4,0,Feb-01,34,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2310
Jump Shot,Jump Shot,474,20100595,33.7423,-69,302,-118.3388,0,4,0,Feb-01,10,30,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-23,LAL @ LAC,LAC,2311
Jump Shot,Jump Shot,12,20100609,33.9973,-153,47,-118.4228,10,1,0,Feb-01,42,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-25,LAL vs. SAS,SAS,2312
